Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,FAQ (product.metafields.app--4284493.faq),Is Subscription Bundle (product.metafields.custom.is_subscription_bundle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Second Description (product.metafields.my_fields.second_description),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
doll-dress-miracle-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41456_DollDressMiracleTwirl_Bodice.jpg?v=1736402223,3,"Up-close image of doll bodice that is white, with butterfly and flower detailing with a sewn in pink belt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-miracle-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41456_DollDressMiracleTwirlSkirt.jpg?v=1736402223,4,Up-close image of doll teal skirt with color flower and heart design.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-miracle-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/41456-Doll-Dress-Miracle-Twirl-IMG-1.jpg?v=1736402224,5,"Young girl dancing with her doll in matching multi-colored dresses (white, pink, and teal) with floral design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-flower-twirl,Doll Dress Flower Twirl,"<p>This Flower Twirl doll dress will transform your child’s doll into a beautiful princess that is ready for any occasion.</p>
<ul>
<li>Designed to match our child dress for hours of imaginative play</li>
<li>Made from clothing quality stretchy fabrics (machine washable!)</li>
<li>Fastens with hook and loop closure</li>
<li>Doll not included</li>
<li>Made to fit 16""-20"" dolls and plush animals</li>
</ul>","Little Adventures, LLC","Toys & Games > Toys > Dolls, Playsets & Toy Figures > Doll & Action Figure Accessories",Doll Dresses & Accessories,"doll, doll dress, doll-dress-up-collection, doll-plush-collection, encant, encanto, isabela, isabella, Spanish, spanish doll dress, spanish dress",true,Title,Default Title,,,,,,,,'41457,54.4310844,shopify,9758,deny,manual,19.99,19.99,true,true,,,,,'847942037271,https://cdn.shopify.com/s/files/1/1944/4861/products/41457_Doll_FlowerTwirl.jpg?v=1736402225,1,A doll wearing a lilac dress with a multicolored flower design with a sewn in purple belt and flowing collar.,false,,,,,,,,,,,,,,,,,,,,lb,,3.36,true,,,true,,,active
doll-dress-flower-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41457_DollDressFlowerTwirl_Bodice.jpg?v=1736402225,2,"Up-close image of doll bodice that is lilac, featuring multicolored flower print and flowing collar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-flower-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41457_DollDressFlowerTwirl_Skirt.jpg?v=1736402225,3,"Up-close image of lilac doll skirt, that has multicolored flower print on it and a purple sewn in belt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-flower-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41457_DollDressFlowerTwirl_Back.jpg?v=1736402225,4,"Back of lilac dress with purple sewn in belt, and seam featuring hook and loop closure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-flower-princess,Doll Dress Flower Princess,"<p>This Flower Princess doll dress will transform your child’s doll into a beautiful princess that is ready for any occasion.</p>
<ul>
<li>Designed to match our child dress for hours of imaginative play</li>
<li>Made from clothing quality stretchy fabrics (machine washable!)</li>
<li>Fastens with hook and loop closure</li>
<li>Doll not included</li>
<li>Made to fit 16""-20"" dolls and plush animals</li>
</ul>","Little Adventures, LLC","Toys & Games > Toys > Dolls, Playsets & Toy Figures > Doll & Action Figure Accessories",Doll Dresses & Accessories,"doll, doll dress, doll-dress-up-collection, doll-plush-collection, encant, encanto, isabela, isabella, Spanish, spanish doll dress, spanish dress",true,Title,Default Title,,,,,,,,'41400,72.5747792,shopify,9760,deny,manual,19.99,19.99,true,true,,,,,'847942021690,https://cdn.shopify.com/s/files/1/1944/4861/products/41400_Doll_FlowerPrincess.jpg?v=1736402226,1,A doll wearing a lilac dress with a multicolored flower design and tiered skirt and ruffle collar.,false,,,,,,,,,,,,,,,,,,,,lb,,4.82,true,,,true,,,active
doll-dress-flower-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41400_DollDress_Flower_Back.jpg?v=1736402226,2,Back view of a doll in a lilac dress with a multi-colored floral pattern on it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-flower-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41400_DollDress_Flower_Sleeve.jpg?v=1736402227,3,Up-close image of lilac three-quarter length sleeve and bodice with multi-colored floral design.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-miracle-princess,Doll Dress Miracle Princess,"<p>This Miracle Princess doll dress will transform your child’s doll into a beautiful princess that is ready for any occasion.</p>
<ul>
<li>Designed to match our child dress for hours of imaginative play</li>
<li>Made from clothing quality stretchy fabrics (machine washable!)</li>
<li>Fastens with hook and loop closure</li>
<li>Doll not included</li>
<li>Made to fit 16""-20"" dolls and plush animals</li>
</ul>","Little Adventures, LLC","Toys & Games > Toys > Dolls, Playsets & Toy Figures > Doll & Action Figure Accessories",Doll Dresses & Accessories,"doll, doll dress, doll-dress-up-collection, doll-plush-collection, encant, encanto, mirabel, mirabel madrigal, mirabell, Spanish, spanish doll dress, spanish dress",true,Title,Default Title,,,,,,,,'41399,45.359237,shopify,9610,deny,manual,19.99,19.99,true,true,,,,,'847942021683,https://cdn.shopify.com/s/files/1/1944/4861/products/41399_DollMiraclePrincess.jpg?v=1736402228,1,A doll wearing a multicolored floral dress with a a white top and pink belt.,false,,,,,,,,,,,,,,,,,,,,lb,,3.88,true,,,true,,,active
doll-dress-miracle-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41399_DollDressMiracle_Bodice.jpg?v=1736402228,2,"Up-close image of doll bodice that is white, with butterfly and flower detailing with a sewn in pink belt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-miracle-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41399_DollDressMiracle_Skirt.jpg?v=1736402228,3,Up-close image of doll teal skirt with color flower and heart design.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-miracle-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41399_DollDressMiracle_Back.jpg?v=1736402228,4,"Back view of a white, pink, and teal multi-colored dress. Shows seam that houses hook and loop closure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-miracle-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/41399-Doll-Dress-Miracle-Princess-IMG-1.jpg?v=1762197056,5,Child in a colorful dress playing with a doll in front of a fireplace.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-miracle-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/41399-Doll-Dress-Miracle-Princess-IMG-2.jpg?v=1762197056,6,Young girl in a multi-colored floral dress holding a stuffed animal fox on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-amulet-twirl,Doll Dress Amulet Twirl,"<p data-mce-fragment=""1"">This Amulet Twirl doll dress will transform your child’s doll into the princess from within!<br><meta charset=""utf-8""></p>
<ul class=""list"">
<li><span class=""text"">Designed to match our child dress for hours of imaginative play</span></li>
<li><span class=""text"">Made from clothing quality stretchy fabrics (machine washable!)</span></li>
<li><span class=""text"">Fastens with hook and loop closure</span></li>
<li><span class=""text"">Doll not included</span></li>
<li><span class=""text"">Made to fit 16""-20"" dolls and plush animals</span></li>
</ul>","Little Adventures, LLC","Toys & Games > Toys > Dolls, Playsets & Toy Figures > Doll & Action Figure Accessories",Doll Dresses & Accessories,"amulet doll dress, deal, doll, doll dress, doll-dress-up-collection, doll-plush-collection, POSTBF, purple amulet, purple amulet doll, purple amulet doll dress, sofia, SS2025, stocking-stuffer",false,Title,Default Title,,,,,,,,'41452,49.8951607,shopify,0,deny,manual,11.99,19.99,true,true,,,,,'847942036038,https://cdn.shopify.com/s/files/1/1944/4861/products/41452_DollAmuletTwirl.jpg?v=1736402229,1,"",false,,,,,,,,,,,,,,,,,,,,lb,,3.53,true,,,true,,,archived
doll-dress-amulet-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41452_DollAmuletTwirl_Bodice.jpg?v=1736402229,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doll-dress-amulet-twirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/41452_DollAmuletTwirl_Back.jpg?v=1736402229,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firefighter-set,Firefighter Set,"<p>Get your child ready to save the day in their new fire fighter dress up, it is sure to make them feel like a BIG hero!<br><meta charset=""utf-8""></p>
<ul>
<li>Soft canvas jacket with reflective strips and black collar</li>
<li>Matching canvas pants with elastic waist</li>
<li>Adjustable red suspenders attached to pants</li>
<li>Breathable, Silky Soft, 100% Polyester Fabrics</li>
<li>Firefighter Hat Sold Separately <a title=""Firefighter Hat"" href=""https://littleadventures.com/collections/accessories-1/products/firefighter-hat"">Here</a>
</li>
</ul>","Little Adventures, LLC",Toys & Games > Toys > Pretend Play > Pretend Professions & Role Playing,Adventure Dress Ups,"action-adventure-collection, adventure-dress-up-collection, career, career wear, career-wear-collection, fighter, fire, fire man, fire woman, fireman, firewoman, man",true,Size,S (1-3 yrs.),,,,,,,,'14061,335.6583538,shopify,9855,deny,manual,56.99,56.99,true,true,,,,,'847942037196,https://cdn.shopify.com/s/files/1/1944/4861/products/14061_FirefighterSet_NoHat.jpg?v=1736402230,1,A young blonde boy wearing a firefighter dress up set with a soft canvas jacket and pants. The outfit features reflective strips on the jacket and pants.,false,,,,,,,,,,,,,,,,,,,,lb,,9.60,true,,,true,,,active
firefighter-set,,,,,,,,,M (3-5 yrs.),,,,,,,,'14062,381.0175908,shopify,9696,deny,manual,56.99,56.99,true,true,,,,,'847942037202,https://cdn.shopify.com/s/files/1/1944/4861/products/14062_Firefighter_FrontSuspenders.jpg?v=1736402231,2,"A smiling child wearing brown firefighter overalls with bright red suspenders, reflective yellow pant stripes, a black shirt, and black shoes against a white background.",,,,,,,,,,,,,,,,,,,,,lb,,9.91,,,,,,,
firefighter-set,,,,,,,,,L (5-7 yrs.),,,,,,,,'14063,421.8409041,shopify,32,deny,manual,56.99,56.99,true,true,,,,,'847942037219,https://cdn.shopify.com/s/files/1/1944/4861/products/14062_Firefighter_back.jpg?v=1736402231,3,Back of brown firefighter outfit made from tan canvas and reflective yellow and silver stripes.,,,,,,,,,,,,,,,,,,,,,lb,,10.28,,,,,,,
firefighter-set,,,,,,,,,XL (7-9 yrs.),,,,,,,,'14064,453.59237,shopify,7,deny,manual,56.99,56.99,true,true,,,,,'847942037226,https://cdn.shopify.com/s/files/1/1944/4861/products/14062_Firefighter_BackSuspenders.jpg?v=1736402231,4,"Back view of brown firefighter overalls with bright red suspenders, reflective yellow pant stripes, and a black shirt against a white background.",,,,,,,,,,,,,,,,,,,,,lb,,10.48,,,,,,,
firefighter-set,,,,,,,,,2XL (9-11 yrs.),,,,,,,,'14065,503.4875307,shopify,15,deny,manual,59.99,59.99,true,true,,,,,'847942037233,https://cdn.shopify.com/s/files/1/1944/4861/products/14062_Firefighter_Gemma.jpg?v=1736402231,5,A young girl wearing a firefighter dress up set with a soft canvas jacket and pants. The outfit features reflective strips on the jacket and pants. Also wearing a black and red fire fighter hat.,,,,,,,,,,,,,,,,,,,,,lb,,10.91,,,,,,,
firefighter-set,,,,,,,,,3XL (11-13 yrs.),,,,,,,,'14066,535.2389966,shopify,8,deny,manual,59.99,59.99,true,true,,,,,'847942037240,https://cdn.shopify.com/s/files/1/1944/4861/products/14062_Firefighter.jpg?v=1736402231,6,A young boy wearing a firefighter dress up set with a soft canvas jacket and pants. The outfit features reflective strips on the jacket and pants. Also wearing a black and red fire fighter hat.,,,,,,,,,,,,,,,,,,,,,lb,,11.24,,,,,,,
firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/14062-Firefighter-IMG-1.jpg?v=1736402231,7,Young boy in brown firefighter outfit with reflective stripes and a red and black firefighter hat hugging a white and black spotted dog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/14062-Firefighter-IMG-4.jpg?v=1736402232,8,"Young boy in firefighter outfit with the jacket open showing off bright red suspenders and pants underneath, standing against palm trees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/14062-Firefighter-IMG-3.jpg?v=1736402232,9,Young boy wearing fire fighter gear and hugging a white and black spotted dog next to a red fire hydrant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/14062-Firefighter-IMG-2.jpg?v=1736402232,10,Young boy in brown firefighter outfit with reflective stripes and a red and black firefighter hat standing in front of palm trees and grass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/14062-Firefighter-IMG-4.jpg?v=1736402232,11,Young boy wearing fire fighter gear and sitting next to a white and black spotted dog in front of a fire place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scavenger-twirl-dress,Galactic Scavenger Twirl Dress,"<p>Let the fun begin! Your little adventurer will be ready to take on any mission  in their new Scavenger Twirl dress!<br></p>
<ul>
<li>Designed for twirling - cut from a full circle of fabric which allows it to billow out as your little one spins and dances</li>
<li>Soft stretch tan ""wrapped"" bodice</li>
<li>Sewn in matching brown belt</li>
<li>Made from breathable, stretchy, mid-grade soft knit fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Toys & Games > Toys > Pretend Play > Pretend Professions & Role Playing,Twirl Dress,"action-adventure-collection, adventure-dress-up-collection, adventuresection, family-group-collection, galactic-collection, leah, princess-collection, ray, rei, rey, star, Star Wars, starwars, twirl-dress-collection, wars",true,Size,2,,,,,,,,'10131,195.0447191,shopify,23,deny,manual,39.99,39.99,true,true,,,,,'847942035949,https://cdn.shopify.com/s/files/1/1944/4861/products/10132_ScavengerPrincess.jpg?v=1736402234,1,"A young girl wearing a beige twirl dress with a soft stretchy bodice and a matching belt, standing with hands on hips.",false,,,,,,,,,,,,,,,,,,,,lb,,5.43,true,,,true,,,active
scavenger-twirl-dress,,,,,,,,,4,,,,,,,,'10132,208.6524902,shopify,27,deny,manual,39.99,39.99,true,true,,,,,'847942035956,https://cdn.shopify.com/s/files/1/1944/4861/products/10131-10136_ScavengerPrincess_Bodice.jpg?v=1736402234,2,"Up-close image of light tan criss-crossed bodice, with a tan belt on a child.",,,,,,,,,,,,,,,,,,,,,lb,,6.07,,,,,,,
scavenger-twirl-dress,,,,,,,,,6,,,,,,,,'10133,244.9398798,shopify,49,deny,manual,39.99,39.99,true,true,,,,,'847942035963,https://cdn.shopify.com/s/files/1/1944/4861/products/10131-10136_ScavengerPrincess_Back.jpg?v=1736402234,3,Back view of girl wearing a light tan dress with a light brown sewn in belt.,,,,,,,,,,,,,,,,,,,,,lb,,6.75,,,,,,,
scavenger-twirl-dress,,,,,,,,,8,,,,,,,,'10134,267.6194983,shopify,100,deny,manual,39.99,39.99,true,true,,,,,'847942035970,https://cdn.shopify.com/s/files/1/1944/4861/products/10131-10136_ScavengerPrincess_LightSaber.jpg?v=1736402235,4,"A young girl wearing a beige twirl dress with a soft stretchy bodice and a matching belt, holding a green galactic laser foam weapon.",,,,,,,,,,,,,,,,,,,,,lb,,7.45,,,,,,,
scavenger-twirl-dress,,,,,,,,,10,,,,,,,,'10135,317.514659,shopify,9,deny,manual,44.99,44.99,true,true,,,,,'847942035987,https://cdn.shopify.com/s/files/1/1944/4861/products/10132-Scavenger-Twirl-IMG-3.jpg?v=1736402235,5,"Boy and girl with their arms around each other, with the girl wearing a light tan twirl dress sewn in tan matching belt, holding a green galactic laser foam weapon and the boy in a black galactic cloak, holding a red galactic laser foam weapon",,,,,,,,,,,,,,,,,,,,,lb,,8.26,,,,,,,
scavenger-twirl-dress,,,,,,,,,12,,,,,,,,'10136,353.8020486,shopify,10000,deny,manual,44.99,44.99,true,true,,,,,'847942035994,https://cdn.shopify.com/s/files/1/1944/4861/files/10132-Scavenger-Twirl-IMG-4.jpg?v=1736402235,6,"Two children smiling and hugging indoors while wearing soft galactic-inspired dresses, with one child in a tan wrap-style outfit and the other in a white dress with a silver belt.",,,,,,,,,,,,,,,,,,,,,lb,,8.78,,,,,,,
scavenger-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/10132-Scavenger-Twirl-IMG-2.jpg?v=1736402235,7,"Boy and girl in front of fire place with the girl twirling, with the girl wearing a light tan twirl dress sewn in tan matching belt, holding a green galactic laser foam weapon and the boy in a black galactic cloak, holding a red galactic laser foam weapon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scavenger-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/10132-Scavenger-Twirl-IMG-5.jpg?v=1736402235,8,"Two children playing indoors while wearing soft galactic-inspired dresses, with one child in a tan wrap-style outfit and the other in a white dress with a silver belt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scavenger-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/10132-Scavenger-Twirl-IMG-1.jpg?v=1736402235,9,"A young girl wearing a light tan twirl dress with a soft stretchy bodice and a matching belt, holding a green galactic laser foam weapon and cuddling a large brown and white husky.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower-twirl-dress,Flower Twirl Dress,"<p><span>Your little one will blossom into a beautiful princess as they roam through their imaginary kingdom in their new Flower twirl dress.</span></p>
<ul>
<li>Designed for twirling - cut from a full circle of fabric which allows it to billow out as your little one spins and dances</li>
<li>Lilac soft stretch bodice with ruffle collar</li>
<li>Skirt decorated with a trailing flower design</li>
<li>Made from breathable, stretchy, mid-grade soft knit fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Apparel & Accessories > Clothing > Dresses,Twirl Dress,"encant, encanto, isabela, isabella, madrigal, princess-collection, Spanish, spanish dress, SS2025, twirl-dress-collection",true,Size,2,,,,,,,,'10151,195.0447191,shopify,9853,deny,manual,39.99,39.99,true,true,,,,,'847942036991,https://cdn.shopify.com/s/files/1/1944/4861/products/10152_FlowerTwirl.jpg?v=1736402236,1,A young girl wearing a lilac twirl dress with a floral design and ruffle collar standing against a white background.,false,,,,,,,,,,,,,,,,,,'5,,lb,,6.08,true,,,true,,,active
flower-twirl-dress,,,,,,,,,4,,,,,,,,'10152,208.6524902,shopify,9225,deny,manual,39.99,39.99,true,true,,,,,'847942037004,https://cdn.shopify.com/s/files/1/1944/4861/products/10151-10156_FlowerTwirl_Back.jpg?v=1736402236,2,Back view of a young girl wearing a lilac twirl dress with a purple sewn in belt.,,,,,,,,,,,,,,,,,,,,,lb,,6.66,,,,,,,
flower-twirl-dress,,,,,,,,,6,,,,,,,,'10153,217.7243376,shopify,9288,deny,manual,39.99,39.99,true,true,,,,,'847942037011,https://cdn.shopify.com/s/files/1/1944/4861/products/10151-10156_FlowerTwirl_Bodice.jpg?v=1736402236,3,"Up-close image of lilac bodice, decorated with a multi-colored floral pattern and flowing collar.",,,,,,,,,,,,,,,,,,,,,lb,,7.21,,,,,,,
flower-twirl-dress,,,,,,,,,8,,,,,,,,'10154,281.2272694,shopify,19,deny,manual,39.99,39.99,true,true,,,,,'847942037028,https://cdn.shopify.com/s/files/1/1944/4861/products/10151-10156_FlowerTwirl_Skirt.jpg?v=1736402236,4,Up-close image of lilac twirl skirt being pulled out with a multi-colored floral pattern on it.,,,,,,,,,,,,,,,,,,,,,lb,,8.02,,,,,,,
flower-twirl-dress,,,,,,,,,10,,,,,,,,'10155,322.0505827,shopify,9911,deny,manual,44.99,44.99,true,true,,,,,'847942037035,https://cdn.shopify.com/s/files/1/1944/4861/products/10152-Flower-Twirl-IMG-1.jpg?v=1736402237,5,Young girl twirling outside in the grass wearing a lilac twirl dress with a floral design and ruffle collar.,,,,,,,,,,,,,,,,,,,,,lb,,8.93,,,,,,,
flower-twirl-dress,,,,,,,,,12,,,,,,,,'10156,344.7302012,shopify,9956,deny,manual,44.99,44.99,true,true,,,,,'847942037042,https://cdn.shopify.com/s/files/1/1944/4861/products/10152-Flower-Twirl-IMG-3.jpg?v=1736402237,6,"Two sisters hugging each other standing on an asphalt path one girl wearing a lilac and floral printed dress, the other wearing a dress with a white top and teal skirt with a floral pattern.",,,,,,,,,,,,,,,,,,,,,lb,,9.62,,,,,,,
flower-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/10152-Flower-Twirl-IMG-2.jpg?v=1736402237,7,"Young girl silly dancing while wearing a lilac twirl dress with a floral design and ruffle collar, standing outside.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miracle-twirl-dress,Miracle Twirl Dress,"<p>Your little one will feel and look magical as they roam through their imaginary kingdom in their new Miracle twirl dress.</p>
<ul>
<li>Designed for twirling - cut from a full circle of fabric which allows it to billow out as your little one spins and dances</li>
<li>Soft stretch  bodice with flowing collar &amp; sewn in pink velvet sash</li>
<li>Teal ombre china silk skirt decorated with a gorgeous flower design</li>
<li>Made from breathable, stretchy, mid-grade soft knit fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Apparel & Accessories > Clothing > Dresses,Twirl Dress,"encant, encanto, madrigal, mirabel, mirabel madrigal, mirabell, princess-collection, Spanish, spanish dress, twirl-dress-collection",true,Size,2,,,,,,,,'10141,190.5087954,shopify,9220,deny,manual,39.99,39.99,true,true,,,,,'847942021706,https://cdn.shopify.com/s/files/1/1944/4861/products/10142_MiracleTwirl.jpg?v=1736402238,1,"A young girl wearing a multicolored floral dress with a white top, pink belt and white shoes.",false,,,,,,,,,,,,,,,,,,'2,,lb,,6.69,true,,,true,,,active
miracle-twirl-dress,,,,,,,,,4,,,,,,,,'10142,208.6524902,shopify,8299,deny,manual,39.99,39.99,true,true,,,,,'847942021713,https://cdn.shopify.com/s/files/1/1944/4861/products/10141-10146_MiracleTwirl_Back.jpg?v=1736402238,2,Back view of a young girl  wearing a multicolored dress with a white top and pink belt.,,,,,,,,,,,,,,,,,,,,,lb,,7.38,,,,,,,
miracle-twirl-dress,,,,,,,,,6,,,,,,,,'10143,244.9398798,shopify,9284,deny,manual,39.99,39.99,true,true,,,,,'847942021720,https://cdn.shopify.com/s/files/1/1944/4861/products/10141-10146_MiracleTwirl_Bodice.jpg?v=1736402238,3,"Up-close image of bodice that is white, with butterfly and flower detailing with a sewn in pink belt.",,,,,,,,,,,,,,,,,,,,,lb,,8.10,,,,,,,
miracle-twirl-dress,,,,,,,,,8,,,,,,,,'10144,276.6913457,shopify,9672,deny,manual,39.99,39.99,true,true,,,,,'847942021737,https://cdn.shopify.com/s/files/1/1944/4861/products/10141-10146_MiracleTwirl_Skirt.jpg?v=1736402238,4,Up-close image of teal skirt with color flower and heart design.,,,,,,,,,,,,,,,,,,,,,lb,,8.99,,,,,,,
miracle-twirl-dress,,,,,,,,,10,,,,,,,,'10145,312.9787353,shopify,9928,deny,manual,44.99,44.99,true,true,,,,,'847942021744,https://cdn.shopify.com/s/files/1/1944/4861/products/10142-Miracle-Twirl-IMG-1.jpg?v=1736402238,5,"Young girl standing outside wearing a multicolored floral dress with a white top, and pink belt. She is holding the dress out so you can see the fullness of skirt.",,,,,,,,,,,,,,,,,,,,,lb,,10.10,,,,,,,
miracle-twirl-dress,,,,,,,,,12,,,,,,,,'10146,349.2661249,shopify,9951,deny,manual,44.99,44.99,true,true,,,,,'847942036984,https://cdn.shopify.com/s/files/1/1944/4861/products/10142-Miracle-Twirl-IMG-2.jpg?v=1736402238,6,"Two sisters hugging each other standing on an asphalt path one girl wearing a lilac and floral printed dress, the other wearing a dress with a white top and teal skirt with a floral pattern.",,,,,,,,,,,,,,,,,,,,,lb,,10.86,,,,,,,
miracle-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/products/10142-Miracle-Twirl-IMG-3.jpg?v=1736402238,7,"Young girl walking through a river wearing a multicolored floral dress with a white top, and pink belt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-coronation-twirl-dress,Ice Coronation Twirl Dress,"<p>Your little one will be ready to rule over their enchanted kingdom and find magical friends in their new Deluxe Ice Coronation dress up!</p>
<ul>
<li>Designed for twirling - cut from a full circle of fabric which allows it to billow out as your little one spins and dances</li>
<li>Soft knit stretch lilac and white velvet bodice with beautiful diamond designs</li>
<li>Lilac ombre skirt with a matching design</li>
<li>Made from breathable, stretchy, mid-grade soft knit fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Apparel & Accessories > Clothing > Dresses,Twirl Dress,"elsa, frozen, ice, ice princess, princess-collection, twirl-dress-collection",true,Size,2,,,,,,,,'10121,176.9010243,shopify,27,deny,manual,39.99,39.99,true,true,,,,,'847942035888,https://cdn.shopify.com/s/files/1/1944/4861/products/10121-10126_IceCoronationTwirl_SkirtLengthChange.jpg?v=1736402239,1,"Young girl wearing a white and purple sleeveless dress with a diamond pattern and a knee-length skirt, standing against a plain background.",false,,"Let your little one fulfill her dream of reigning over her kingdom as the Ice Princess. The dress features an overlay of a metallic snowflake design, and is made with a durable stretch velvet bodice and satin skirt.",,,,,,,,,,,,,,,,'35,,lb,,6.03,true,,,true,,,active
